study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep_pretest,pre_2004,20,24,20,Holds out until the end of a task,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Bis zum Ende einer Aufgabe durchhält,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02024
soep_pretest,pre_2004,20,25,20,Worries a lot,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Sich oft Sorgen macht,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02025
soep_pretest,pre_2004,20,26,20,"Is relaxed, handles stress well","Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...","Entspannt ist, mit Stress gut umgehen kann","Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02026
soep_pretest,pre_2004,20,27,20,Can be tense,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Angespannt sein kann,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02027
soep_pretest,pre_2004,20,28,20,Gets nervous easily,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Leicht nervös wird,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02028
soep_pretest,pre_2004,20,29,20,Is not easily unnerved,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Nicht leicht aus der Ruhe zu bringen ist,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02029
soep_pretest,pre_2004,20,30,20,Is sometimes somewhat rude to others,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Manchmal etwas grob zu anderen ist,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02030
soep_pretest,pre_2004,20,31,20,Is cold and distanced,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Kalt und distanziert ist,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02031
soep_pretest,pre_2004,20,32,20,Starts fights,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Streit anfängt,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02032
soep_pretest,pre_2004,20,33,20,Is considerate and kind to others,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Rücksichtsvoll und freundlich mit anderen umgeht,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02033
soep_pretest,pre_2004,20,34,20,Has a forgiving nature,"Now something completely different- a kind of psychological game which deals with your personality type. Below are different qualities that a person can have. You will probably find that some apply to you perfectly and that some do not apply to you at all. With others, you may be somewhere in between. Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“. I am someone, who...",Verzeihen kann,"Nun etwas ganz anderes - eine Art psychologisches Spiel, bei dem es darum geht, was für eine Persönlichkeit Sie sind. Ich lese Ihnen unterschiedliche Eigenschaften vor, die eine Persönlichkeit beschreiben können. Wahrscheinlich werden einige Eigenschaften auf Sie persönlich voll zutreffen und andere überhaupt nicht. Bei wieder anderen sind Sie vielleicht unentschieden. Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"". Ich bin...",pre_2004,f02034
soep_pretest,pre_2004,I13,,I13,,Duration Question 20 in Minutes,,Frage 20 Dauer in Minuten,pre_2004,f020dau
soep_pretest,pre_2004,I14,,I14,,Comprehensibility Question 20,,Frage 20 Verständlichkeit nach Noten,pre_2004,eb020v
soep_pretest,pre_2004,I15,,I15,,Willingness to Answer Question 20 ,,Frage 20 Antwortbereitschaft nach Noten,pre_2004,eb020b
soep_pretest,pre_2004,I16,,I16,,Q20 Other interviewer comments,,Frage 20 Sonstige Kommentare des Interviewers,pre_2004,eb020k1
soep_pretest,pre_2004,21,1,21,I make others feel welcome,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich gebe anderen das Gefühl willkommen zu sein,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02101
soep_pretest,pre_2004,21,2,21,I am cautious around other people,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich bin vorsichtig anderen gegenüber,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02102
soep_pretest,pre_2004,21,3,21,I look down on others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich sehe auf andere herab,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02103
soep_pretest,pre_2004,21,4,21,I do not take time for others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich nehme mir für andere keine Zeit,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02104
soep_pretest,pre_2004,21,5,21,I trust others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich vertraue anderen,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02105
soep_pretest,pre_2004,21,6,21,I often assume that others are hiding something,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich vermute häufig, dass andere etwas verbergen","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02106
soep_pretest,pre_2004,21,7,21,I anticipate other people’s needs,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich sehe die Bedürfnisse anderer voraus,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02107
soep_pretest,pre_2004,21,8,21,I love to help others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich liebe es, anderen zu helfen","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02108
soep_pretest,pre_2004,21,9,21,I believe that people have good intentions,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich glaube an die guten Absichten des Menschen,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02109
soep_pretest,pre_2004,21,10,21,I distrust others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich misstraue anderen,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02110
soep_pretest,pre_2004,21,11,21,I am worried about others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich bin um andere besorgt,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02111
soep_pretest,pre_2004,21,12,21,I believe that the others act morally in principle,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich glaube, dass die anderen grundsätzlich moralisch handeln","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02112
soep_pretest,pre_2004,21,13,21,I have nice word to spare for everyone,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich habe für jeden ein nettes Wort übrig,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02113
soep_pretest,pre_2004,21,14,21,"I believe that in reality, mankind is evil",The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich glaube, dass der Mensch in Wirklichkeit bÃƒÂ¶se ist","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02114
soep_pretest,pre_2004,21,15,21,I think that everything will be just fine,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,"Ich denke, dass alles gut wird","Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02115
soep_pretest,pre_2004,21,16,21,I abandon others,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich wende mich von anderen ab,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02116
soep_pretest,pre_2004,21,17,21,I trust in what people say,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich vertraue dem was die Leute sagen,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02117
soep_pretest,pre_2004,21,18,21,I give others a good feeling,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich verschaffe anderen ein gutes Gefühl,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02118
soep_pretest,pre_2004,21,19,21,I believe in the good in mankind,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Ich glaube an das Gute im Menschen,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02119
soep_pretest,pre_2004,21,20,21,I do not care about other people’s feelings,The second part of our psychological game deals with human behavioral patterns and attitudes. What would you say: In how far does each statement apply to you? Please choose a number between 1 and 7 and do not leave out any statement. Please answer using the following scale where a value of 1 means „strongly disagree“ and a score of 7 means “strongly agree“.,Gefühle anderer sind mir gleichgültig,"Der zweite Teil unseres psychologischen Spiels bezieht sich auf menschliche Verhaltensweisen und Einstellungen. Was würden Sie sagen: In wie weit trifft der jeweilige Satz auf Sie persönlich zu?  Kreuzen Sie dazu bitte jeweils eine Zahl zwischen 1 und 7 an, und lassen Sie bitte keine Aussage aus.  Antworten Sie bitte anhand dieser Skala, bei der der Wert 1 bedeutet ""trifft überhaupt nicht zu"" und der Wert 7 ""trifft voll zu"".",pre_2004,f02120
