study,questionnaire,answer_list,value,label,label_de
soep-pretest,pre_2004_online,26,2,About the same,Etwa gleichwertig
soep-pretest,pre_2004_online,26,3,Worse,Verschlechtert
soep-pretest,pre_2004_online,27,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,27,1,Actively looking for job,Aktiv gesucht
soep-pretest,pre_2004_online,27,2,Just came up,Hat sich so ergeben
soep-pretest,pre_2004_online,28,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,28,1,Through the Employment Office ('Arbeitsamt'),Über das Arbeitsamt
soep-pretest,pre_2004_online,28,2,Through a so-called 'Personalserviceagentur' (PSA),Über eine Personalserviceagentur (PSA)
soep-pretest,pre_2004_online,28,3,Through an Employment Office,Über Job-Center (einschl. Sozialämter)
soep-pretest,pre_2004_online,28,4,Through a private recruitment agency,Über eine private Stellenvermittlung
soep-pretest,pre_2004_online,28,5,An advertisement in the newspaper,Über eine Stellenanzeige in der Zeitung
soep-pretest,pre_2004_online,28,6,An advertisement in the internet,Über eine Stellenanzeige im Internet
soep-pretest,pre_2004_online,28,7,Through friends or relatives,"Über Bekannte, Freunde, Angehörige"
soep-pretest,pre_2004_online,28,8,I have returned to a former employer,Bin zum früheren Arbeitgeber zurückgekehrt
soep-pretest,pre_2004_online,28,9,Other or none of the above,Sonstiges bzw. nicht zutreffend
soep-pretest,pre_2004_online,29,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,29,1,"Yes, directly",Ja direkt
soep-pretest,pre_2004_online,29,2,"Yes, provided a voucher ('Vermittlungsgutschein') for a private recruitment agency  ","Ja, hat Vermittlungsgutschein für private Vermittlung ausges"
soep-pretest,pre_2004_online,29,3,No,Nein
soep-pretest,pre_2004_online,29_1,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,29_1,1,1500 euros,1500 Euro
soep-pretest,pre_2004_online,29_1,2,2000 euros,2000 Euro
soep-pretest,pre_2004_online,29_1,3,2500 euros,2500 Euro
soep-pretest,pre_2004_online,29_1,4,"Other amount, in fact: ","Anderer Betrag, und zwar:"
soep-pretest,pre_2004_online,31,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,31,1,Yes,Ja
soep-pretest,pre_2004_online,31,2,No,Nein
soep-pretest,pre_2004_online,31,3,Currently in education or training,Derzeit in Ausbildung
soep-pretest,pre_2004_online,31,4,I have not been trained or educated for a particular profession  ,Habe keinen Beruf erlernt
soep-pretest,pre_2004_online,32,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,32,1,No completed vocational training/apprenticeship required,Kein beruflicher Ausbildungsabschluss erforderlich
soep-pretest,pre_2004_online,32,2,Completed vocational training/apprenticeship required,Eine abgeschlossene Berufsausbildung erforderlich
soep-pretest,pre_2004_online,32,3,"""Fachhochschule"" degree required",Ein abgeschlossenes Fachhochschulstudium erforderlich
soep-pretest,pre_2004_online,32,4,Completed education at a university or other institution of higher education,Ein abgeschlossenes Universitäts- oder Hochschulstudium
soep-pretest,pre_2004_online,34,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,34,1,Yes,Ja
soep-pretest,pre_2004_online,34,2,No,Nein
soep-pretest,pre_2004_online,36,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,36,1,up to 5 people,bis zu 5 Beschäftigte
soep-pretest,pre_2004_online,36,2,"from 6 up to, but less than 20 people....",6 bis unter 20 Beschäftigte
soep-pretest,pre_2004_online,36,3,"from 20 up to, but less than 100 people",20 bis unter 100 Beschäftigte
soep-pretest,pre_2004_online,36,4,"from 100 up to, but less than 200 people",100 bis unter 200 Beschäftigte
soep-pretest,pre_2004_online,36,5,"from 200 up to, but less than 2,000 people",200 bis unter 2.000 Beschäftigte
soep-pretest,pre_2004_online,36,6,"2,000 or more people",2.000 und mehr Beschäftigte
soep-pretest,pre_2004_online,36,7,"Not applicable, because I am selfemployed without further employees","Trifft nicht zu, da selbständig ohne weitere Beschäftigte"
soep-pretest,pre_2004_online,37,-1,No answer,keine Antwort
soep-pretest,pre_2004_online,37,1,January,Januar
soep-pretest,pre_2004_online,37,2,February,Februar
soep-pretest,pre_2004_online,37,3,March,März
soep-pretest,pre_2004_online,37,4,April,April
soep-pretest,pre_2004_online,37,5,May,Mai
soep-pretest,pre_2004_online,37,6,June,Juni
soep-pretest,pre_2004_online,37,7,July,Juli
soep-pretest,pre_2004_online,37,8,August,August
soep-pretest,pre_2004_online,37,9,September,September
soep-pretest,pre_2004_online,37,10,October,Oktober
soep-pretest,pre_2004_online,37,11,November,November
soep-pretest,pre_2004_online,37,12,December,Dezember
soep-pretest,pre_2004_online,37,1,2004,2004
soep-pretest,pre_2004_online,37,2,2003,2003
soep-pretest,pre_2004_online,37,3,2002,2002
soep-pretest,pre_2004_online,37,4,2001,2001
soep-pretest,pre_2004_online,37,5,2000,2000
soep-pretest,pre_2004_online,37,6,1999,1999
soep-pretest,pre_2004_online,37,7,1998,1998
soep-pretest,pre_2004_online,37,8,1997,1997
soep-pretest,pre_2004_online,37,9,1996,1996
soep-pretest,pre_2004_online,37,10,1995,1995
soep-pretest,pre_2004_online,37,11,1994,1994
soep-pretest,pre_2004_online,37,12,1993,1993
soep-pretest,pre_2004_online,37,13,1992,1992
soep-pretest,pre_2004_online,37,14,1991,1991
soep-pretest,pre_2004_online,37,15,1990,1990
soep-pretest,pre_2004_online,37,16,1989,1989
soep-pretest,pre_2004_online,37,17,1988,1988
soep-pretest,pre_2004_online,37,18,1987,1987
soep-pretest,pre_2004_online,37,19,1986,1986
soep-pretest,pre_2004_online,37,20,1985,1985
soep-pretest,pre_2004_online,37,21,1984,1984
soep-pretest,pre_2004_online,37,22,1983,1983
soep-pretest,pre_2004_online,37,23,1982,1982
soep-pretest,pre_2004_online,37,24,1981,1981
soep-pretest,pre_2004_online,37,25,1980,1980
soep-pretest,pre_2004_online,37,26,1979,1979
soep-pretest,pre_2004_online,37,27,1978,1978
soep-pretest,pre_2004_online,37,28,1977,1977
soep-pretest,pre_2004_online,37,29,1976,1976
soep-pretest,pre_2004_online,37,30,1975,1975
soep-pretest,pre_2004_online,37,31,1974,1974
soep-pretest,pre_2004_online,37,32,1973,1973
soep-pretest,pre_2004_online,37,33,1972,1972
soep-pretest,pre_2004_online,37,34,1971,1971
soep-pretest,pre_2004_online,37,35,1970,1970
soep-pretest,pre_2004_online,37,36,1969,1969
soep-pretest,pre_2004_online,37,37,1968,1968
soep-pretest,pre_2004_online,37,38,1967,1967
soep-pretest,pre_2004_online,37,39,1966,1966
soep-pretest,pre_2004_online,37,40,1965,1965
soep-pretest,pre_2004_online,37,41,1964,1964
soep-pretest,pre_2004_online,37,42,1963,1963
soep-pretest,pre_2004_online,37,43,1962,1962
soep-pretest,pre_2004_online,37,44,1961,1961
soep-pretest,pre_2004_online,37,45,1960,1960
soep-pretest,pre_2004_online,37,46,1959,1959
soep-pretest,pre_2004_online,37,47,1958,1958
soep-pretest,pre_2004_online,37,48,1957,1957
soep-pretest,pre_2004_online,37,49,1956,1956
soep-pretest,pre_2004_online,37,50,1955,1955
soep-pretest,pre_2004_online,37,51,1954,1954
soep-pretest,pre_2004_online,37,52,1953,1953
soep-pretest,pre_2004_online,37,53,1952,1952
soep-pretest,pre_2004_online,37,54,1951,1951
soep-pretest,pre_2004_online,37,55,1950,1950
soep-pretest,pre_2004_online,37,56,1949,1949
soep-pretest,pre_2004_online,37,57,1948,1948
soep-pretest,pre_2004_online,37,58,1947,1947
soep-pretest,pre_2004_online,37,59,1946,1946
soep-pretest,pre_2004_online,37,60,1945,1945
soep-pretest,pre_2004_online,37,61,1944,1944
soep-pretest,pre_2004_online,37,62,1943,1943
soep-pretest,pre_2004_online,37,63,1942,1942
soep-pretest,pre_2004_online,37,64,1941,1941
soep-pretest,pre_2004_online,37,65,1940,1940
soep-pretest,pre_2004_online,37,66,1939,1939
soep-pretest,pre_2004_online,37,67,1938,1938
soep-pretest,pre_2004_online,37,68,1937,1937
soep-pretest,pre_2004_online,37,69,1936,1936
soep-pretest,pre_2004_online,37,70,1935,1935
soep-pretest,pre_2004_online,37,71,1934,1934
soep-pretest,pre_2004_online,37,72,1933,1933
soep-pretest,pre_2004_online,37,73,1932,1932
soep-pretest,pre_2004_online,37,74,1931,1931
soep-pretest,pre_2004_online,37,75,1930,1930
soep-pretest,pre_2004_online,38,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,38,1,Yes,Ja
soep-pretest,pre_2004_online,38,2,No,Nein
soep-pretest,pre_2004_online,39,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,39,1,Temporary,Befristetes Arbeitsverhältnis
soep-pretest,pre_2004_online,39,2,Unlimited,Habe unbefristeten Arbeitsvertrag
soep-pretest,pre_2004_online,39,3,"Not applicable, do not have an employment contract",Trifft nicht zu / habe keinen Arbeitsvertrag
soep-pretest,pre_2004_online,39_1,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,39_1,1,Yes,Ja
soep-pretest,pre_2004_online,39_1,2,No,Nein
soep-pretest,pre_2004_online,40,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40,1,Blue-collar worker,Arbeiter (auch in der Landwirtschaft)
soep-pretest,pre_2004_online,40,2,Self-employed (including family members working for the self-employed,Selbstständige (einschließlich mithelfende Familienangehörig
soep-pretest,pre_2004_online,40,3,Apprentices / trainees and interns,Auszubildende und Praktikanten
soep-pretest,pre_2004_online,40,4,White-collar worker,Angestellte
soep-pretest,pre_2004_online,40,5,Civil servant (including judges and professional soldiers),Beamte (einschließlich Richter und Berufssoldaten)
soep-pretest,pre_2004_online,40_1,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_1,1,Untrained worker,Ungelernte Arbeiter
soep-pretest,pre_2004_online,40_1,2,"Trained worker (""angelernt"")",Angelernte Arbeiter
soep-pretest,pre_2004_online,40_1,3,Trained and employed as skilled worker,Gelernte und Facharbeiter
soep-pretest,pre_2004_online,40_1,4,"Foreman (""Vorarbeiter"")","Vorarbeiter, Kolonnenführer"
soep-pretest,pre_2004_online,40_1,5,"Master craftsman (""Meister"")","Meister, Polier"
soep-pretest,pre_2004_online,40_2,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_2,1,Self-employed farmer,Selbständige Landwirte
soep-pretest,pre_2004_online,40_2,2,"Free-lance professional, independent scholar","Freie Berufe, selbständige Akademiker"
soep-pretest,pre_2004_online,40_2,3,Other self-employed,Sonstige Selbständige
soep-pretest,pre_2004_online,40_2,4,Family member working for self-employed relative,Mithelfende Familienangehörige
soep-pretest,pre_2004_online,40_3,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_3,1,None,Keine
soep-pretest,pre_2004_online,40_3,2,1  9,1 bis 9 Mitarbeiter
soep-pretest,pre_2004_online,40_3,3,10 and more,10 und mehr Mitarbeiter
soep-pretest,pre_2004_online,40_4,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_4,1,Apprentice / trainee in industry of technology,Auszubildende / gewerblich-technisch
soep-pretest,pre_2004_online,40_4,2,Apprentice / trainee in trade and commerce,Auszubildende / kaufmännisch
soep-pretest,pre_2004_online,40_4,3,"Volunteer, intern, etc","Volontäre, Praktikanten u.ä."
soep-pretest,pre_2004_online,40_5,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_5,1,Industry and works foreman in a salaried position,Industrie- und Werkmeister im Angestelltenverhältnis
soep-pretest,pre_2004_online,40_5,2,"Employee with simple duties, without training/education certificate",Angestellte mit einfacher Tätigkeit   ohne Ausbildungsabsch
soep-pretest,pre_2004_online,40_5,3,"Employee with simple duties, with training/education certificate",Angestellte mit einfacher Tätigkeit   mit Ausbildungsabschl
soep-pretest,pre_2004_online,40_5,4,"Employee with qualified duties (e.g. executive officer, bookkeeper, technical draftsman)",Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeite
soep-pretest,pre_2004_online,40_5,5,"Employee with highly qualified duties or managerial function (e.g. scientist, attorney, head of department)",Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfu
soep-pretest,pre_2004_online,40_5,6,"Employee with extensive managerial duties (e.g. managing director, manager, head of a large firm or concern)","Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor,"
soep-pretest,pre_2004_online,40_6,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,40_6,1,Lower level,Einfacher Dienst
soep-pretest,pre_2004_online,40_6,2,Middle level,Mittlerer Dienst
soep-pretest,pre_2004_online,40_6,3,Upper level,Gehobener Dienst
soep-pretest,pre_2004_online,40_6,4,Executive level,Höherer Dienst
soep-pretest,pre_2004_online,41,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,41,1,Yes,Ja
soep-pretest,pre_2004_online,41,2,No,Nein
soep-pretest,pre_2004_online,42,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,42,1,Yes,Ja
soep-pretest,pre_2004_online,42,2,No,Nein
soep-pretest,pre_2004_online,42,3,Don't know,Weiß nicht
soep-pretest,pre_2004_online,43,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,43,1,Increased,Erhöht
soep-pretest,pre_2004_online,43,2,Decreased,Verringert
soep-pretest,pre_2004_online,43,3,No change,Gleichgeblieben
soep-pretest,pre_2004_online,43,4,Don't know,Weiß nicht
soep-pretest,pre_2004_online,44,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,44,1,Easy,Leicht
soep-pretest,pre_2004_online,44,2,Difficult,Schwierig
soep-pretest,pre_2004_online,44,3,Almost impossible,Praktisch unmöglich
soep-pretest,pre_2004_online,45,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,45,1,in one of the old federal states, in einem der alten Bundesländer
soep-pretest,pre_2004_online,45,2,in one of the new federal states, in einem der neuen Bundesländer
soep-pretest,pre_2004_online,45,3,in the west of Berlin, im Westteil Berlins
soep-pretest,pre_2004_online,45,4,in the east of Berlin, im Ostteil Berlins
soep-pretest,pre_2004_online,45,5,or abroad?, oder im Ausland?
soep-pretest,pre_2004_online,46,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,46,1,Yes,Ja
soep-pretest,pre_2004_online,46,2,No,Nein
soep-pretest,pre_2004_online,47,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,47,1,Every day,Täglich
soep-pretest,pre_2004_online,47,2,Once a week,Wöchentlich
soep-pretest,pre_2004_online,47,3,Less often,Seltener
soep-pretest,pre_2004_online,48,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,48,1,km,Entfernung in km:
soep-pretest,pre_2004_online,48,2,"Difficult to say, location of workplace varies","Nicht zu sagen, da wechselnder Arbeitsort"
soep-pretest,pre_2004_online,48,3,Workplace and home are in the same building,Arbeitsplatz und Wohnung sind im gleichen Haus
soep-pretest,pre_2004_online,48_1,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,48_1,1,km,Entfernung in km:
soep-pretest,pre_2004_online,48_1,2,"Difficult to say, location of workplace varies","Nicht zu sagen, da wechselnder Arbeitsort"
soep-pretest,pre_2004_online,48_1,3,Workplace and home are in the same building,Arbeitsplatz und Wohnung sind im gleichen Haus
soep-pretest,pre_2004_online,49,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,49,1,Days,Tage:
soep-pretest,pre_2004_online,49,2,Have no contractually specified vacation time ,Habe keinen Urlaubsanspruch
soep-pretest,pre_2004_online,50,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,50,1,Days,Tage:
soep-pretest,pre_2004_online,50,2,I didn't get any paid vacation,Habe keinen Urlaub gemacht
soep-pretest,pre_2004_online,52,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,52,1,Hours per week,Stunden pro Woche:
soep-pretest,pre_2004_online,52,2,No set hours,Keine festgelegte Arbeitszeit
soep-pretest,pre_2004_online,53,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,53,1,Hours per week,Stunden pro Woche:
soep-pretest,pre_2004_online,54,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,54,1,"Yes, mini-Job (up to 400 Euros)","Ja, Mini-Job (bis 400 Euro)"
soep-pretest,pre_2004_online,54,2,"Yes, midi-Job (400 to 800 Euros)","Ja, Midi-Job (400 bis 800 Euro)"
soep-pretest,pre_2004_online,54,3,No,Nein
soep-pretest,pre_2004_online,55,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,55,1,Yes,Ja
soep-pretest,pre_2004_online,55,2,No,Nein
soep-pretest,pre_2004_online,56,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,56,1,Yes: Reduced working-hours,Ja und zwar: Reduzierte Arbeitszeit
soep-pretest,pre_2004_online,56,2,Yes: Reduced salary for temporarily unchanged working-hours (in saving phase),Ja und zwar: Reduziertes Gehalt bei vorläufig unveränderter 
soep-pretest,pre_2004_online,56,3,No,Nein
soep-pretest,pre_2004_online,57,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,57,1,Hours per week,Stunden pro Woche:
soep-pretest,pre_2004_online,58,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,58,1,Yes,Ja
soep-pretest,pre_2004_online,58,2,No,Nein
soep-pretest,pre_2004_online,58,3,"Not applicable, because I am self-employed","Trifft nicht zu, da Selbständiger"
soep-pretest,pre_2004_online,59,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,59,1,Yes: with the collected hours to be used by the end of the year,Ja und zwar: - mit Ausgleich bis zum Jahresende
soep-pretest,pre_2004_online,59,2,Yes: with the collected hours to be used within a shorter period of time,Ja und zwar: - mit kürzerer Ausgleichsfrist
soep-pretest,pre_2004_online,59,3,Yes: with the collected hours to be used within a longer period of time,Ja und zwar: - mit längerer Ausgleichsfrist
soep-pretest,pre_2004_online,59,4,No,Nein
soep-pretest,pre_2004_online,60,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,60,1,Compensated with time-off,Abgefeiert
soep-pretest,pre_2004_online,60,2,"Partly paid, partly compensated with time-off",Teils / teils
soep-pretest,pre_2004_online,60,3,Paid,Bezahlt
soep-pretest,pre_2004_online,60,4,Not compensated at all,Gar nicht abgegolten
soep-pretest,pre_2004_online,61,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,61,1,Yes: Hours,Ja und zwar: Stunden
soep-pretest,pre_2004_online,61,2,No,Nein
soep-pretest,pre_2004_online,61_1,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,61_1,1,of which: hours were paid,Davon bezahlte Überstunden:
soep-pretest,pre_2004_online,61_1,2,overtime was unpaid,Die Überstunden waren unbezahlt
soep-pretest,pre_2004_online,67,1,1,1
soep-pretest,pre_2004_online,67,2,2,2
soep-pretest,pre_2004_online,67,3,3,3
soep-pretest,pre_2004_online,67,4,4,4
soep-pretest,pre_2004_online,67,5,5,5
soep-pretest,pre_2004_online,67,6,6,6
soep-pretest,pre_2004_online,67,7,7,7
soep-pretest,pre_2004_online,67,8,8,8
soep-pretest,pre_2004_online,67,9,9,9
soep-pretest,pre_2004_online,67,10,10,10
soep-pretest,pre_2004_online,67,11,11,11
soep-pretest,pre_2004_online,67,12,12,12
soep-pretest,pre_2004_online,67,13,13,13
soep-pretest,pre_2004_online,67,14,14,14
soep-pretest,pre_2004_online,67,15,15,15
soep-pretest,pre_2004_online,67,16,16,16
soep-pretest,pre_2004_online,67,17,17,17
soep-pretest,pre_2004_online,67,18,18,18
soep-pretest,pre_2004_online,67,19,19,19
soep-pretest,pre_2004_online,67,20,20,20
soep-pretest,pre_2004_online,67,21,21,21
soep-pretest,pre_2004_online,67,22,22,22
soep-pretest,pre_2004_online,67,23,23,23
soep-pretest,pre_2004_online,67,24,24,24
soep-pretest,pre_2004_online,67,25,25,25
soep-pretest,pre_2004_online,67,26,26,26
soep-pretest,pre_2004_online,67,27,27,27
soep-pretest,pre_2004_online,67,28,28,28
soep-pretest,pre_2004_online,67,29,29,29
soep-pretest,pre_2004_online,67,30,30,30
soep-pretest,pre_2004_online,67,31,31,31
soep-pretest,pre_2004_online,68,-1,No answer,keine Antwort
soep-pretest,pre_2004_online,68,1,1,1
soep-pretest,pre_2004_online,68,2,2,2
soep-pretest,pre_2004_online,68,3,3,3
soep-pretest,pre_2004_online,68,4,4,4
soep-pretest,pre_2004_online,68,5,5,5
soep-pretest,pre_2004_online,68,6,6,6
soep-pretest,pre_2004_online,68,7,7,7
soep-pretest,pre_2004_online,68,8,8,8
soep-pretest,pre_2004_online,68,9,9,9
soep-pretest,pre_2004_online,68,10,10,10
soep-pretest,pre_2004_online,68,11,11,11
soep-pretest,pre_2004_online,68,12,12,12
soep-pretest,pre_2004_online,68,13,13,13
soep-pretest,pre_2004_online,68,14,14,14
soep-pretest,pre_2004_online,68,15,15,15
soep-pretest,pre_2004_online,68,16,16,16
soep-pretest,pre_2004_online,68,17,17,17
soep-pretest,pre_2004_online,68,18,18,18
soep-pretest,pre_2004_online,68,19,19,19
soep-pretest,pre_2004_online,68,20,20,20
soep-pretest,pre_2004_online,68,21,21,21
soep-pretest,pre_2004_online,68,22,22,22
soep-pretest,pre_2004_online,68,23,23,23
soep-pretest,pre_2004_online,68,24,24,24
soep-pretest,pre_2004_online,69,-1,No answer,keine Antwort
soep-pretest,pre_2004_online,69,1,1,1
soep-pretest,pre_2004_online,69,2,2,2
soep-pretest,pre_2004_online,69,3,3,3
soep-pretest,pre_2004_online,69,4,4,4
soep-pretest,pre_2004_online,69,5,5,5
soep-pretest,pre_2004_online,69,6,6,6
soep-pretest,pre_2004_online,69,7,7,7
soep-pretest,pre_2004_online,69,8,8,8
soep-pretest,pre_2004_online,69,9,9,9
soep-pretest,pre_2004_online,69,10,10,10
soep-pretest,pre_2004_online,69,11,11,11
soep-pretest,pre_2004_online,69,12,12,12
soep-pretest,pre_2004_online,72,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,72,1,Tax-bracket I,Steuerklasse I
soep-pretest,pre_2004_online,72,2,Tax-bracket II,Steuerklasse II
soep-pretest,pre_2004_online,72,3,Tax-bracket III,Steuerklasse III
soep-pretest,pre_2004_online,72,4,Tax-bracket IV,Steuerklasse IV
soep-pretest,pre_2004_online,72,5,Tax-bracket V,Steuerklasse V
soep-pretest,pre_2004_online,72,6,Don't know,Weiß nicht
soep-pretest,pre_2004_online,72,7,Do not have a tax-bracket,Habe keine Steuerklasse
soep-pretest,pre_2004_online,73,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,73,1,Yes,Ja
soep-pretest,pre_2004_online,73,2,No,Nein
soep-pretest,pre_2004_online,74,1,January,Januar
soep-pretest,pre_2004_online,74,2,February,Februar
soep-pretest,pre_2004_online,74,3,March,März
soep-pretest,pre_2004_online,74,4,April,April
soep-pretest,pre_2004_online,74,5,May,Mai
soep-pretest,pre_2004_online,74,6,June,Juni
soep-pretest,pre_2004_online,74,7,July,Juli
soep-pretest,pre_2004_online,74,8,August,August
soep-pretest,pre_2004_online,74,9,September,September
soep-pretest,pre_2004_online,74,10,October,Oktober
soep-pretest,pre_2004_online,74,11,November,November
soep-pretest,pre_2004_online,74,12,December,Dezember
soep-pretest,pre_2004_online,75,-1,No answer,keine Antwort
soep-pretest,pre_2004_online,75,1,1,1
soep-pretest,pre_2004_online,75,2,2,2
soep-pretest,pre_2004_online,75,3,3,3
soep-pretest,pre_2004_online,75,4,4,4
soep-pretest,pre_2004_online,75,5,5,5
soep-pretest,pre_2004_online,75,6,6,6
soep-pretest,pre_2004_online,75,7,7,7
soep-pretest,pre_2004_online,75,8,8,8
soep-pretest,pre_2004_online,75,9,9,9
soep-pretest,pre_2004_online,75,10,10,10
soep-pretest,pre_2004_online,75,11,11,11
soep-pretest,pre_2004_online,75,12,12,12
soep-pretest,pre_2004_online,75,13,13,13
soep-pretest,pre_2004_online,75,14,14,14
soep-pretest,pre_2004_online,75,15,15,15
soep-pretest,pre_2004_online,75,16,16,16
soep-pretest,pre_2004_online,75,17,17,17
soep-pretest,pre_2004_online,75,18,18,18
soep-pretest,pre_2004_online,75,19,19,19
soep-pretest,pre_2004_online,75,20,20,20
soep-pretest,pre_2004_online,75,21,21,21
soep-pretest,pre_2004_online,75,22,22,22
soep-pretest,pre_2004_online,75,23,23,23
soep-pretest,pre_2004_online,75,24,24,24
soep-pretest,pre_2004_online,75,25,25,25
soep-pretest,pre_2004_online,75,26,26,26
soep-pretest,pre_2004_online,75,27,27,27
soep-pretest,pre_2004_online,75,28,28,28
soep-pretest,pre_2004_online,75,29,29,29
soep-pretest,pre_2004_online,75,30,30,30
soep-pretest,pre_2004_online,75,31,31,31
soep-pretest,pre_2004_online,75,32,32,32
soep-pretest,pre_2004_online,75,33,33,33
soep-pretest,pre_2004_online,75,34,34,34
soep-pretest,pre_2004_online,75,35,35,35
soep-pretest,pre_2004_online,75,36,36,36
soep-pretest,pre_2004_online,75,37,37,37
soep-pretest,pre_2004_online,75,38,38,38
soep-pretest,pre_2004_online,75,39,39,39
soep-pretest,pre_2004_online,75,40,40,40
soep-pretest,pre_2004_online,75,41,41,41
soep-pretest,pre_2004_online,75,42,42,42
soep-pretest,pre_2004_online,75,43,43,43
soep-pretest,pre_2004_online,75,44,44,44
soep-pretest,pre_2004_online,75,45,45,45
soep-pretest,pre_2004_online,76,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,76,1,Because your place of work or office has closed,Wegen Betriebsstillegung / Auflösung der Dienststelle
soep-pretest,pre_2004_online,76,2,My resignation,Durch eigene Kündigung
soep-pretest,pre_2004_online,76,3,Dismissal,Durch Kündigung von Seiten des Arbeitgebers
soep-pretest,pre_2004_online,76,4,Mutual agreement,Durch Auflösungsvertrag / im Einvernehmen
soep-pretest,pre_2004_online,76,5,A temporary job or apprenticeship had been completed,Befristete Beschäftigung oder Ausbildung war beendet
soep-pretest,pre_2004_online,76,6,Reaching retirement age / pension,Erreichen der Altersgrenze / Rente / Pension
soep-pretest,pre_2004_online,76,7,Suspension,Beurlaubung
soep-pretest,pre_2004_online,76,8,Purpose of your self-employment / business,Aufgabe der selbständigen Tätigkeit / des Geschäfts
soep-pretest,pre_2004_online,77,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,77,1,Yes. How much in total? Euros,Ja -> In welcher Höhe insgesamt? Euro:
soep-pretest,pre_2004_online,77,2,No,Nein
soep-pretest,pre_2004_online,78,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,78,1,"Yes, a prospective job","Ja, neue Stelle in Aussicht"
soep-pretest,pre_2004_online,78,2,"Yes, a new contract","Ja, bereits neuen Arbeitsvertrag"
soep-pretest,pre_2004_online,78,3,"No, I didn't have anything lined up","Nein, hatte noch nichts"
soep-pretest,pre_2004_online,78,4,I didn't look for a new job,Habe keine neue Stelle gesucht
soep-pretest,pre_2004_online,79_12,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,79_12,1,Military Service / Reserve Duty Training Exercise,- Wehrdienst/Wehrübung als Wehrpflichtiger
soep-pretest,pre_2004_online,79_12,2,Community Service,- Zivildienst
soep-pretest,pre_2004_online,79_12,3,Voluntary Social Year,- Freiwilliges soziales Jahr
soep-pretest,pre_2004_online,80,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,80,1,Very good,Sehr gut
soep-pretest,pre_2004_online,80,2,Good,Gut
soep-pretest,pre_2004_online,80,3,Satisfactory,Zufriedenstellend
soep-pretest,pre_2004_online,80,4,Poor,Weniger gut
soep-pretest,pre_2004_online,80,5,Bad,Schlecht
soep-pretest,pre_2004_online,81,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,81,1,Greatly,Stark
soep-pretest,pre_2004_online,81,2,Slightly,Ein wenig
soep-pretest,pre_2004_online,81,3,Not at all,Gar nicht
soep-pretest,pre_2004_online,82,-1,No answer,keine Angabe
soep-pretest,pre_2004_online,82,1,Greatly,Stark
soep-pretest,pre_2004_online,82,2,Slightly,Ein wenig
soep-pretest,pre_2004_online,82,3,Not at all,Gar nicht
soep-pretest,pre_2004_online,83,1,Always,Immer
